Empresa,Departamento,Modalidad Contractual,Mes,Líneas
Telefónica del Perú S.A.A.,Áncash,Postpago,Jun-13,53957
Telefónica del Perú S.A.A.,Apurímac,Postpago,Jun-13,12226
Telefónica del Perú S.A.A.,Arequipa,Postpago,Jun-13,91497
Telefónica del Perú S.A.A.,Ayacucho,Postpago,Jun-13,36129
Telefónica del Perú S.A.A.,Cajamarca,Postpago,Jun-13,71590
Telefónica del Perú S.A.A.,Callao,Postpago,Jun-13,35234
Telefónica del Perú S.A.A.,Cusco,Postpago,Jun-13,36028
Telefónica del Perú S.A.A.,Huancavelica,Postpago,Jun-13,6295
Telefónica del Perú S.A.A.,Huánuco,Postpago,Jun-13,29734
Telefónica del Perú S.A.A.,Ica,Postpago,Jun-13,40938
Telefónica del Perú S.A.A.,Junín,Postpago,Jun-13,69373
Telefónica del Perú S.A.A.,La Libertad,Postpago,Jun-13,112290
Telefónica del Perú S.A.A.,Lambayeque,Postpago,Jun-13,93391
Telefónica del Perú S.A.A.,Lima,Postpago,Jun-13,652594
Telefónica del Perú S.A.A.,Loreto,Postpago,Jun-13,37042
Telefónica del Perú S.A.A.,Madre de Dios,Postpago,Jun-13,3140
